,course_name,description,url,clean_text
3954,Digital Marketing Analytics and Measurement: Web Analytics Planning and Tactics,Discover practical tips and learn how to use and interpret Google Analytics reports to gain insights to feed into your planning. ,https://www.futurelearn.com/courses/digital-marketing-analytics-and-measurement-web-analytics-planning-and-tactics,discover practical tip learn use interpret google analytics report gain insight feed planning
3955,Digital Marketing Analytics and Measurement: Web Analytics in Perspective,Understand the role of web analytics and how you can take a data-driven approach to improve your digital marketing.,https://www.futurelearn.com/courses/digital-marketing-analytics-and-measurement-web-analytics-in-perspective,understand role web analytic data drive approach improve digital marketing
3956,Introduction to Marketing: Understanding your Customers,"Discover the importance of customer personas, and how to create and use them to develop effective marketing plans.",https://www.futurelearn.com/courses/understanding-your-customers-sc,discover importance customer persona create use develop effective marketing plan
3957,Online Display Advertising: Formats and Creative,"Explore online display advertising formats, creative, and best practices to maximise the impact of your marketing campaigns.",https://www.futurelearn.com/courses/display-advertising-formats-and-creative,explore online display advertising format creative good practice maximise impact marketing campaign
3958,Online Display Advertising: Measuring Performance,Discover how to use ad platform and web analytics to improve the ROI of your online display advertising and deliver results.,https://www.futurelearn.com/courses/display-advertising-measuring-performance,discover use ad platform web analytic improve roi online display advertising deliver result
3959,Online Display Advertising: Targeting Options,Improve your online display advertising targeting to maximise your marketing campaign results and benefit your business.,https://www.futurelearn.com/courses/display-advertising-targeting-options,improve online display advertising target maximise marketing campaign result benefit business
3960,Online Display Advertising: The User Journey,Learn to use online display advertising throughout the user journey to drive engagement and deliver marketing objectives.,https://www.futurelearn.com/courses/display-advertising-the-user-journey,learn use online display advertising user journey drive engagement deliver marketing objective
3961,Digital Marketing in Perspective,"Understand the role of digital marketing, latest trends, and how digital marketing can help you to achieve your objectives.",https://www.futurelearn.com/courses/introduction-to-digital-marketing-digital-marketing-in-perspective,understand role digital marketing late trend digital marketing help achieve objective
3962,Digital Marketing: Content Marketing,"Plan, create, and optimise content to drive your digital marketing objectives and successfully reach your target audience.",https://www.futurelearn.com/courses/introduction-to-digital-marketing-content-marketing,plan create optimise content drive digital marketing objective successfully reach target audience
3963,Digital Marketing: Marketing Channel Objectives,Learn how to set digital marketing channel objectives for effective campaigns that drive your digital marketing strategy.,https://www.futurelearn.com/courses/introduction-to-digital-marketing-marketing-channel-objectives,learn set digital marketing channel objective effective campaign drive digital marketing strategy
3964,Digital Marketing: Personas and User Journeys,Understand and develop user personas and user journey maps to create highly effective digital marketing.,https://www.futurelearn.com/courses/introduction-to-digital-marketing-personas-and-user-journeys,understand develop user persona user journey map create highly effective digital marketing
3965,Strategic Design for Social Media,"Learn how to build social media strategies for the entire pipeline, from creative content design to audience-led optimisation.",https://www.futurelearn.com/courses/strategic-conversation-design-social-media,learn build social medium strategy entire pipeline creative content design audience lead optimisation
3966,Brand Identity: How Branding Works and Building Your Personal Brand,Discover the secrets behind successful brands and how you can use the same techniques to create an effective personal brand.,https://www.futurelearn.com/courses/brand-identity-jonathan-wilson,discover secret successful brand use technique create effective personal brand
3967,Brand Personality: How to Tell Your Story with Authenticity and Relevance,Learn how to hone in on your individuality to build a brand personality that’s genuine and connects with your target audience.,https://www.futurelearn.com/courses/brand-personality-jonathan-wilson,learn hone individuality build brand personality genuine connect target audience
3968,Brand Purpose: Marketing Yourself and Building Meaningful Connections,"Learn the best practices from branding experts to present your personal brand with confidence, professionalism, and purpose.",https://www.futurelearn.com/courses/brand-purpose-jonathan-wilson,learn good practice brand expert present personal brand confidence professionalism purpose
3969,Facebook Marketing: Organic Reach and Paid Advertising,"Learn the essential knowledge, skills, tactics, and strategies for effective free and paid Facebook marketing.",https://www.futurelearn.com/courses/facebook-marketing,learn essential knowledge skill tactic strategy effective free pay facebook marketing
3970,Instagram Marketing: Instagram Essentials and Content Creation,Learn how Instagram works and how to create great content that the algorithm rewards. ,https://www.futurelearn.com/courses/instagram-essentials-and-content-creation,learn instagram work create great content algorithm reward
3971,LinkedIn Marketing: LinkedIn Essentials and Content Creation,Learn how LinkedIn works and how to create effective and engaging content.,https://www.futurelearn.com/courses/linkedin-marketing-essentials-and-content-creation,learn linkedin work create effective engaging content
3972,Social Media Marketing Strategy: Objective Setting and Strategic Planning Essentials,"Learn how to build a comprehensive social media marketing strategy, conduct an audit and set objectives.",https://www.futurelearn.com/courses/social-media-strategy-essentials,learn build comprehensive social medium marketing strategy conduct audit set objective
3973,Fundamentals of Digital Marketing,"Build your digital marketing tools and lay the groundwork to plan, create, and measure digital marketing campaigns.",https://www.futurelearn.com/courses/digital-marketing-futurelearn,build digital marketing tool lie groundwork plan create measure digital marketing campaign
3974,Digital Marketing: Storytelling in the New Communication Landscape,"Get under the bonnet of social media and explore digital storytelling with Dines, founder and creative director of Studio Blup.",https://www.futurelearn.com/courses/digital-storytelling-the-blup-way,bonnet social medium explore digital storytelling dines founder creative director studio blup
3975,Master Digital Marketing: Introduction to Marketing,Boost your marketing skills as you explore the rise of the digital landscape and what makes an effective marketing strategy. ,https://www.futurelearn.com/courses/introduction-to-marketing,boost marketing skill explore rise digital landscape effective marketing strategy
3976,Master Digital Marketing: Marketing Fundamentals,Learn how to optimise your customer’s journey as they move through the sales funnel with these effective marketing tactics.,https://www.futurelearn.com/courses/content-marketing,learn optimise customer journey sale funnel effective marketing tactic
3977,Master Digital Marketing: Marketing Strategy,"Develop a marketing mix strategy that aligns with your business objectives, positioning, and target audience.",https://www.futurelearn.com/courses/marketing-strategy,develop marketing mix strategy align business objective positioning target audience
3978,Master Digital Marketing: The Marketing Mix,"Get your brand or product seen as you learn how to include a pricing strategy, promotional mix, and more in your marketing.",https://www.futurelearn.com/courses/email-website-marketing,brand product learn include pricing strategy promotional mix marketing
3979,Create a Social Media Marketing Campaign,"75,236 enrolled on this course",https://www.futurelearn.com/courses/create-a-social-media-marketing-campaign,enrol course
3980,How to Create Great Online Content,"66,388 enrolled on this course",https://www.futurelearn.com/courses/how-to-create-great-online-content,enrol course
3981,Social Media Marketing with Advertising Week,"_x000D_
New to social media marketing? Upskill with AWLearn and master how to plan and run powerful social media marketing campaigns.",https://www.futurelearn.com/courses/introduction-to-social-media-marketing,new social medium marketing upskill awlearn master plan run powerful social medium marketing campaign
3982,Digital Marketing for Hoteliers,Learn practical skills to design a digital marketing strategy for a hotel and hospitality enterprise.,https://www.futurelearn.com/courses/digital-marketing-for-hoteliers,learn practical skill design digital marketing strategy hotel hospitality enterprise
3983,Content Marketing Strategy with Advertising Week,"Learn content marketing strategy from the best in the business, with insights from Nike, Goop, Glossier, Burger King and more.",https://www.futurelearn.com/courses/introduction-to-content-marketing-strategy,learn content marketing strategy good business insight nike goop glossier burger king
3984,Getting Started with Digital Marketing,"Cover the main basic concepts, techniques, and skills required in order to implement an effective digital marketing strategy.",https://www.futurelearn.com/courses/digital-marketing-essentials-getting-started,cover main basic concept technique skill require order implement effective digital marketing strategy
3985,How to Develop Your Social Media Content Strategy,Discover how to plan effective content as part of your social media strategy on this digital marketing course.,https://www.futurelearn.com/courses/how-to-develop-your-social-media-content-strategy,discover plan effective content social medium strategy digital marketing course
3986,"Running a Social Media Campaign: Customers, Influencer Engagement, Analytics","Discover how to effectively manage live social media campaigns, engage influencers, and get insights from social media analytics",https://www.futurelearn.com/courses/your-live-social-media-campaign-customers-influencer-engagement-analytics,discover effectively manage live social medium campaign engage influencer insight social medium analytic
3987,Understanding Social Media Strategy,514 enrolled on this course,https://www.futurelearn.com/courses/introduction-to-social-media-strategy,enrol course
3988,Starting a Business 1: Vision and Opportunity,Interested in starting a business? This course will help you define your vision and discover opportunities to make it happen.,https://www.futurelearn.com/courses/starting-a-business-1,interested start business course help define vision discover opportunity happen
3989,Starting a Business 2: People and Networks,Find out how working with people and exploring networks can help you take your business to the next level.,https://www.futurelearn.com/courses/starting-a-business-2,find work people explore network help business level
3990,Starting a Business 3: Customers and Competitors,Find out how understanding and targeting your market can help your business stand out from the crowd. ,https://www.futurelearn.com/courses/starting-a-business-3,find understanding target market help business stand crowd
3991,Starting a Business 4: Business Processes,Understand how business works and performance can be improved so that you can take your business forward and manage growth.,https://www.futurelearn.com/courses/starting-a-business-4,understand business work performance improve business forward manage growth
3992,Starting a Business 5: Managing Finances,Find out how forecasting and managing your finances can lead to a profitable and sustainable business. ,https://www.futurelearn.com/courses/starting-a-business-5,find forecasting manage finance lead profitable sustainable business
3993,Starting a Business 6: Funding Your Business,Raising funds in an important when starting a business; find out which source of funding is most suitable for your business idea.,https://www.futurelearn.com/courses/starting-a-business-6,raise fund important start business find source funding suitable business idea
3994,Uncovering Your Entrepreneurial Potential,Explore what makes a good entrepreneur and how applying an entrepreneurial approach can create economic and social value.,https://www.futurelearn.com/courses/uncovering-your-entrepreneurial-potential-sc,explore good entrepreneur apply entrepreneurial approach create economic social value
3995,Entrepreneurship in Nonprofits,Take a look at the world of social entrepreneurship and familiarize yourself with new concepts and methods of entrepreneurship.,https://www.futurelearn.com/courses/entrepreneurship-in-nonprofits,look world social entrepreneurship familiarize new concept method entrepreneurship
3996,Start Your Own Business: Financial Viability for a New Venture,Learn to identify the financial implications of a new business idea and how its financial viability can be improved. ,https://www.futurelearn.com/courses/start-your-own-business-financial-viability-for-a-new-venture,learn identify financial implication new business idea financial viability improve
3997,Start Your Own Business: Marketing a New Business,Gain the skills to develop a compelling sales proposition that entices your customers to buy into your product or service. ,https://www.futurelearn.com/courses/start-your-own-business-marketing-a-new-business,gain skill develop compelling sale proposition entice customer buy product service
3998,Transitioning From Friend To Leader,Support yourself during a move into a leadership role by implementing effective strategies for success.,https://www.futurelearn.com/courses/friend-to-leader,support leadership role implement effective strategy success
3999,Creativity and Innovation: Their Role in Becoming an Entrepreneur,Adopt a creative mindset in order to develop your business idea and overcome resistance to innovation.,https://www.futurelearn.com/courses/creativity-and-innovation-sc,adopt creative mindset order develop business idea overcome resistance innovation
4000,Culturepreneurship: How to Start a Creative Business,Develop essential business knowledge to turn your creativity into your own business and become a culturepreneur.,https://www.futurelearn.com/courses/culturepreneurship-how-to-start-a-creative-business,develop essential business knowledge turn creativity business culturepreneur
4001,Green Innovation and Business Ethics: The Future of Entrepreneurship,Learn how to foster an entrepreneurial culture in business and take a critical view of innovation and entrepreneurship in society.,https://www.futurelearn.com/courses/the-future-of-innovation-and-entrepreneurship-sc,learn foster entrepreneurial culture business critical view innovation entrepreneurship society
4002,Implementing Your Business Ideas: From Risk Identification to SWOT Analysis,Do you have a new business idea or opportunity? Learn how to assess the viability of your idea to help make it a reality.,https://www.futurelearn.com/courses/implementing-your-business-opportunity-sc,new business idea opportunity learn assess viability idea help reality
4003,Success and Failure in Entrepreneurship: Discover the Key to Business Success,Investigate why businesses succeed or fail in a range of entrepreneurial contexts.,https://www.futurelearn.com/courses/success-and-failure-in-entrepreneurship-sc,investigate business succeed fail range entrepreneurial contexts
4004,Teaching Entrepreneurial Thinking,"Get an introduction to what entrepreneurial thinking is, and how and why we should teach it.",https://www.futurelearn.com/courses/teaching-entrepreneurial-thinking,introduction entrepreneurial thinking teach
4005,Entrepreneurship and Innovation: Creative Management for Business Success,"Build your entrepreneurial skills, develop a growth mindset, and learn how to manage innovation in yourself and in a team.",https://www.futurelearn.com/courses/introduction-to-entrepreneurship-innovation-management,build entrepreneurial skill develop growth mindset learn manage innovation team
4006,Competitive Advantage: Using Information to Build Business Success,Learn the value of information to businesses and how it can give the business a competitive advantage.,https://www.futurelearn.com/courses/competitive-advantage,learn value information business business competitive advantage
4007,Entrepreneurship: From Business Idea to Action,"Improve your knowledge of entrepreneurship and discover how to plan, develop, nurture, and build a successful business.",https://www.futurelearn.com/courses/entrepreneurship-idea-to-action,improve knowledge entrepreneurship discover plan develop nurture build successful business
4008,Demystifying Business Models for New Entrepreneurs,Starting a business? Learn how to create a business model that ensures your new entrepreneurial venture is successful.,https://www.futurelearn.com/courses/demystify-business-models,start business learn create business model ensure new entrepreneurial venture successful
4009,"Fashion Management: Innovation, Entrepreneurship & Sustainability",418 enrolled on this course,https://www.futurelearn.com/courses/entrepreneurship-communication-sustainability,enrol course
4010,Technology Entrepreneurship: How to Start a New Venture,"_x000D_
Find out how to recognise, develop and exploit entrepreneurial opportunities. Start your own entrepreneurial venture.  ",https://www.futurelearn.com/courses/technology-entrepreneurship-start-a-new-venture,find recognise develop exploit entrepreneurial opportunity start entrepreneurial venture
4011,Teach like an Entrepreneur: Bringing Entrepreneurship into the Classroom,"Learn how to teach entrepreneurial skills, inspire young people and transform teaching and learning to become more entrepreneurial",https://www.futurelearn.com/courses/teach-like-an-entrepreneur-bringing-entrepreneurship-into-the-classroom,learn teach entrepreneurial skill inspire young people transform teaching learn entrepreneurial
4012,Build a Growth Mindset & Career Success with Advice from Female Founders,813 enrolled on this course,https://www.futurelearn.com/courses/entrepreneurial-mindset-how-to-think-like-a-founder,enrol course
4013,Build a Startup from Scratch: the Venture Design Process,Design a tech business from scratch using Founders Factory processes and agile methodologies and learn to pitch to investors ,https://www.futurelearn.com/courses/venture-design-how-to-create-venture-backable-businesses-from-scratch,design tech business scratch use founders factory process agile methodology learn pitch investor
4014,Upcycling: From Green Ideas to Starting a Business,"Explore the concept of upcycling, its link to sustainable development, and how you can start your own upcycling business.",https://www.futurelearn.com/courses/upcycling-for-change-from-green-ideas-to-startup-businesses,explore concept upcycle link sustainable development start upcycle business
4015,Raising Funds for Your Startup,Get to grips with the basics of funding a start up and understand the process of successful financing rounds.,https://www.futurelearn.com/courses/raising-startup-funds,grip basic fund start understand process successful financing round
4016,Design and Create Custom Dashboards in Excel,Enhance your Excel charting skills and discover the tools and skills to create advanced and automated dashboards.,https://www.futurelearn.com/courses/excel-advanced-data-visualization-and-dashboard-creation,enhance excel chart skill discover tool skill create advanced automated dashboard
4017,How to Use Pivot Tables to Analyse Data in Excel,"Build and improve your data analysis skills by learning how to utilise pivot tables, charts, and dashboards in Excel.",https://www.futurelearn.com/courses/analyze-and-visualize-data-with-pivot-tables,build improve datum analysis skill learn utilise pivot table chart dashboard excel
4018,Introduction to Excel Charts for Data Visualisation,"Learn the basics of charting in Excel, from creating and formatting charts, to the pros and cons of each different type of chart.",https://www.futurelearn.com/courses/charting-and-data-visualization-in-excel,learn basic chart excel create format chart pro con different type chart
4019,Analysing Data in Excel,"Discover all the fundamental data skills, tools and functions in order to make you a pro at using Microsoft Excel.",https://www.futurelearn.com/courses/data-analysis-fundamentals-in-excel,discover fundamental data skill tool function order pro use microsoft excel
4020,Excel Skills to Make an Impression,"Learn intermediate and advanced Excel skills, such as pivot tables, IF statements, and dynamic arrays, to advance your career.",https://www.futurelearn.com/courses/core-excel-skills-to-make-an-impression,learn intermediate advanced excel skill pivot table statement dynamic array advance career
4021,A Beginner’s Guide to Basic Cooking Skills,Learn the fundamentals of cooking with an introduction to a range of methods and techniques to prepare delicious meals with ease.,https://www.futurelearn.com/courses/a-beginners-guide-to-basic-cooking-skills,learn fundamental cook introduction range method technique prepare delicious meal ease
4022,Food Safety and Personal Hygiene in a Professional Kitchen,"1,787 enrolled on this course",https://www.futurelearn.com/courses/food-safety-personal-presentation-and-hygiene-in-a-professional-kitchen,enrol course
4023,Introduction to Emerging Technologies in a Professional Kitchen,Discover how technologies can improve efficiency and control processes within professional kitchens.,https://www.futurelearn.com/courses/introduction-to-emerging-technologies-in-a-professional-kitchen,discover technology improve efficiency control process professional kitchen
4024,Introduction to Sustainable Practices in Food Service,892 enrolled on this course,https://www.futurelearn.com/courses/sustainable-practices-in-food-service,enrol course
4025,Mastering the Culinary Art of Plating,Discover how improving your food plating knowledge and techniques can give every dish on your menu the wow factor.,https://www.futurelearn.com/courses/introduction-to-the-culinary-art-of-plating,discover improve food plate knowledge technique dish menu wow factor
4026,Professional Knife Skills,"1,316 enrolled on this course",https://www.futurelearn.com/courses/knifeskills,enrol course
4027,The True Story of Jamaican Jerk: Cooking and Caribbean Culture,Discover a taste for Jamaica with an introduction to authentic jerk cooking and its history.,https://www.futurelearn.com/courses/the-true-story-of-jamaican-jerk-cooking-and-caribbean-culture,discover taste jamaica introduction authentic jerk cooking history
4028,Healthy Cooking Made Easy with BBC Good Food,Ready to cook yourself healthy? Learn how to prepare nourishing and delicious meals with BBC Good Food’s brand-new course,https://www.futurelearn.com/courses/healthy-cooking-made-easy-with-bbc-good-food,ready cook healthy learn prepare nourishing delicious meal bbc good food brand new course
4029,Learn How to Bake Afternoon Tea with BBC Good Food,"From madeleines to macarons, get the tips and techniques you need to bake the perfect afternoon tea and improve your cooking.",https://www.futurelearn.com/courses/baking-afternoon-tea,madeleine macaron tip technique need bake perfect afternoon tea improve cooking
4030,Learn How to Bake Pies and Tarts with BBC Good Food,Bake top tasting tarts and pies you're proud of with this pastry-making masterclass from the baking experts at BBC Good Food.,https://www.futurelearn.com/courses/baking-pies-and-tarts,bake tasting tart pie proud pastry masterclass bake expert bbc good food
4031,Learn How to Bake Showstopper Cakes with BBC Good Food,"Discover new recipes for celebration cakes, learn tips for making and decorating showstopper cakes you’re proud of.",https://www.futurelearn.com/courses/baking-showstopper-cakes,discover new recipe celebration cake learn tip decorate showstopper cake proud
4032,Learn How to Bake Sourdough with BBC Good Food, Discover how to bake the perfect loaf of sourdough bread – from autolysis to scoring – alongside baking experts at BBC Good Food.,https://www.futurelearn.com/courses/sourdough,discover bake perfect loaf sourdough bread autolysis scoring alongside bake expert bbc good food
4033,Story of a Wine: The Importance of Being Prosecco,Identify how one of the world’s trendiest sparkling wines is produced and the future challenges that face Prosecco production.,https://www.futurelearn.com/courses/the-importance-of-being-prosecco,identify world trendy sparkle wine produce future challenge face prosecco production
4034,Learn How to Bake with BBC Good Food,Keen to take your baking skills up a notch? Become a better baker with BBC Good Food’s brand-new course on baking for beginners.,https://www.futurelearn.com/courses/learn-how-to-bake-with-bbc-good-food,keen baking skill notch baker bbc good food brand new course bake beginner
4035,Introduction to Content Design,Discover the fundamentals of content design. Learn how to design accessible content that meets user needs.,https://www.futurelearn.com/courses/introduction-to-content-design,discover fundamental content design learn design accessible content meet user need
4036,Healthcare Selection and Recruitment: Design and Deliver Effective Multiple Mini Interviews (MMIs),Learn how to design MMIs and ensure their effectiveness in selecting healthcare professionals and students.,https://www.futurelearn.com/courses/selecting-healthcare-professionals-designing-and-administering-effective-multiple-mini-interviews-mmis-,learn design mmi ensure effectiveness select healthcare professional student
4037,Digital Skills: User Experience,"165,503 enrolled on this course",https://www.futurelearn.com/courses/digital-skills-user-experience,enrol course
4038,MedTech: Trends and Product Design,Explore the product design process of MedTech devices and examine future trends in healthcare technology and the MedTech industry.,https://www.futurelearn.com/courses/medtech-trends-and-product-design,explore product design process medtech device examine future trend healthcare technology medtech industry
4039,A Beginner’s Guide to Fashion Design,"Explore the basics of fashion design and examine fashion in context, fashion as a visual language, and textile and colour choice.",https://www.futurelearn.com/courses/beginners-guide-fashion-design,explore basic fashion design examine fashion context fashion visual language textile colour choice
4040,Fashion and the Climate Crisis: An Introduction to Sustainability,Understand the links between the fashion industry and the climate crisis and the imperative for a planet positive fashion future.,https://www.futurelearn.com/courses/fashion-and-the-climate-crisis-an-introduction-to-sustainability,understand link fashion industry climate crisis imperative planet positive fashion future
4041,Teaching Digital Literacy: Videogames in Education,Dive into the fascinating world of videogames in education and discover the positive impact games can have on children’s learning.,https://www.futurelearn.com/courses/teaching-digital-literacies-video-games-in-education,dive fascinating world videogame education discover positive impact game child learning
4042,"Preparing for a Practice-based PhD in Fine Art, Design, and Film","Expand your knowledge of practice-based research and PhDs in the arts, and make an informed decision in pursuing your doctorate.",https://www.futurelearn.com/courses/phd-preparation-for-fine-art-design-and-film,expand knowledge practice base research phds art informed decision pursue doctorate
4043,Video Game Design and Development: Video Game Character Design,How and why do video gamers identify with the characters they control? Find out with this introduction to character design.,https://www.futurelearn.com/courses/video-game-character-design,video gamer identify character control find introduction character design
4044,Get Creative with People to Solve Problems,Increase your problem-solving skills and develop your design thinking mindset using the principles of human-centred design.,https://www.futurelearn.com/courses/get-creative-with-people-to-solve-problems-sc,increase problem solve skill develop design thinking mindset use principle human centre design
4045,"Introduction to Freehand Drawing for Architecture, Interiors and Design.","Master the basics of drawing for careers in three-dimensional design, from architecture to interiors to furniture design.",https://www.futurelearn.com/courses/introduction-to-freehand-drawing-and-sketching-for-architecture-and-design,master basic draw career dimensional design architecture interior furniture design
4046,Design Thinking for Sustainable Development,"2,132 enrolled on this course",https://www.futurelearn.com/courses/design-thinking-for-sustainable-development-,enrol course
4047,Introduction to 3D Animation using Blender,"7,731 enrolled on this course",https://www.futurelearn.com/courses/introduction-into-3d-modelling-animation,enrol course
4048,The Design Thinking Toolbox,481 enrolled on this course,https://www.futurelearn.com/courses/the-design-thinking-toolbox,enrol course
4049,A Beginner’s Guide to Interior Design Principles and Elements,Learn the fundamentals of interior design and discover how to put these skills into practice to transform interior spaces.,https://www.futurelearn.com/courses/a-beginners-guide-to-interior-design-principles-and-elements,learn fundamental interior design discover skill practice transform interior space
4050,Your Role in Sustainable Fashion: Sustainable Practices Across the Fashion Ecosystem,Explore how your interactions within the fashion industry’s global ecosystems can help promote sustainable growth.,https://www.futurelearn.com/courses/sustainable-fashion-ecologies,explore interaction fashion industry global ecosystem help promote sustainable growth
4051,UX Design Fundamentals: Business Value Through User Experience (UX) Design,"Learn the fundamental UX skills, principles and other essentials required to kickstart your career as a digital UX designer.",https://www.futurelearn.com/courses/ux-design-fundamentals-user-experience-design-fundamentals-sc,learn fundamental ux skill principle essential require kickstart career digital ux designer
4052,UX Design Fundamentals: Delivering Value to Users,Learn the role of design thinking in UX – from the five stages of design thinking to defining and creating an ideation plan.,https://www.futurelearn.com/courses/ux-design-fundamentals-design-thinking-ideation-sc,learn role design thinking ux stage design thinking define create ideation plan
4053,UX Design Strategy and Application: Customer Journey Mapping,Explore customer journey mapping and its role in ensuring quality user experience. ,https://www.futurelearn.com/courses/ux-design-strategy-and-application-customer-journey-mapping-sc,explore customer journey mapping role ensure quality user experience
4054,"UX Design Strategy and Application: Strategy, Innovation and the Future of Work","Discover the role of creativity, innovation and strategy in UX design and consider the benefits and challenges of remote working.",https://www.futurelearn.com/courses/ux-design-strategy-and-application-strategy-innovation-future-of-work-sc,discover role creativity innovation strategy ux design consider benefit challenge remote working
4055,Understanding Fashion: From Business to Culture,Discover the business of fashion and understand the cultural impact of the fashion industry with Institut Français de la Mode.,https://www.futurelearn.com/courses/understanding-fashion-from-business-to-culture,discover business fashion understand cultural impact fashion industry institut français de la mode
4056,Design Board Games for Socio-Political Change,Foster and support important social and political change through innovative board game design.,https://www.futurelearn.com/courses/design-board-games-for-socio-political-change,foster support important social political change innovative board game design
4057,"Creating Audio Description: Equality, Diversity, and Inclusion","Explore how to design and create audio descriptions and audio introductions that fully represent a film, play, or TV programme.",https://www.futurelearn.com/courses/creating-audio-description-for-equality-diversity-and-inclusion,explore design create audio description audio introduction fully represent film play tv programme
4058,Placemaking and Public Space Design: Unlocking Place Potential,"Gain valuable insights into microclimate effects on urban planning, and learn to design successful tourist and residential areas.",https://www.futurelearn.com/courses/unlocking-place-potential,gain valuable insight microclimate effect urban planning learn design successful tourist residential area
4059,Designing for a Diverse and Inclusive Future,"5,672 enrolled on this course",https://www.futurelearn.com/courses/designing-for-a-diverse-and-inclusive-future,enrol course
4060,Placemaking and Public Space Design: Unlocking Design Potential,"Discover climate’s impact on urban planning, and how to analyse it when creating residential and tourist spaces.",https://www.futurelearn.com/courses/unlocking-design-potential,discover climate impact urban planning analyse create residential tourist space
4061,Designing for a Future Where No One Feels Socially Isolated,"4,050 enrolled on this course",https://www.futurelearn.com/courses/designing-for-a-future-where-no-one-feels-socially-isolated,enrol course
4062,Placemaking and Public Space Design: Unlocking Tourist Destinations,What makes a top tourist destination? Discover what gives a destination ‘place potential’ and build skills for working in tourism.,https://www.futurelearn.com/courses/unlocking-tourist-destinations,tourist destination discover destination place potential build skill work tourism
4063,Introduction to UX Design,Discover how great user experience leads to increased sales as you explore and develop the critical skills of a UX designer.,https://www.futurelearn.com/courses/user-experience-design,discover great user experience lead increase sale explore develop critical skill ux designer
4064,Introduction to Production Design for Film and Screen,Explore the craft of Production Design with award-winning filmmakers and learn how it adds meaning and depth to screen stories.,https://www.futurelearn.com/courses/production-design,explore craft production design award win filmmaker learn add meaning depth screen story
4065,UX Design Fundamentals: Business Value Through User Experience (UX) Design,442 enrolled on this course,https://www.futurelearn.com/courses/ux-design-fundamentals-user-experience-design-fundamentals,enrol course
4066,UX Design Fundamentals: Creating Business Outcomes,"Uncover the role of business strategy and adopt a customer-centric mindset to become a successful user experience designer._x000D_
",https://www.futurelearn.com/courses/ux-design-fundamentals-management-business-model,uncover role business strategy adopt customer centric mindset successful user experience
4067,UX Design Fundamentals: Delivering Value to Users,"_x000D_
Learn the role of design thinking in UX – from the five stages of design thinking to defining and creating an ideation plan.",https://www.futurelearn.com/courses/ux-design-fundamentals-design-thinking-ideation,learn role design thinking ux stage design thinking define create ideation plan
4068,Designing for a Sustainable Future,"8,065 enrolled on this course",https://www.futurelearn.com/courses/designing-for-a-sustainable-future,enrol course
4069,Video Game Design and Development: A Bit-by-Bit History of Video Game Music: Video Game Sound and Music,Chart the evolution of the classic 8-bit sound and discover the role of musicians in game design and development.,https://www.futurelearn.com/courses/video-game-music,chart evolution classic bit sound discover role musician game design development
4070,Designing a Future Where Learning is a Lifestyle,"8,367 enrolled on this course",https://www.futurelearn.com/courses/designing-future-where-learning-is-lifestyle,enrol course
4071,Video Game Design and Development: Introduction to Game Programming,"_x000D_
Discover the essentials of video game programming and learn how you can start your own programming career.",https://www.futurelearn.com/courses/video-game-design-development,discover essential video game programming learn start programming career
4072,Introduction to UX and Accessible Design,"Explore the world of user interfaces and accessible design, and discover how you can start a career as a UX designer.",https://www.futurelearn.com/courses/introduction-to-ux-and-accessible-design,explore world user interface accessible design discover start career ux designer
4073,Invitation to Ex-Noguchi Room: Preservation and Utilization of Cultural Properties in Universities,"Learn how to preserve, restore and utilize cultural properties in universities—a case study from Keio University, Tokyo.",https://www.futurelearn.com/courses/invitation-to-ex-noguchi-room-e,learn preserve restore utilize cultural property university case study keio university tokyo
4074,Modern Building Design,"Learn how climate change, technology and regulation are changing modern building design and professional practice in construction.",https://www.futurelearn.com/courses/modern-building-design,learn climate change technology regulation change modern building design professional practice construction
4075,Getting Started with Agile and Design Thinking,Get an introduction to agile product development and design thinking so you can build better digital products.,https://www.futurelearn.com/courses/agile-meets-design-thinking,introduction agile product development design thinking build digital product
4076,How to Build Your Creative Resilience,Discover how to improve your creative process and build your resilience within the creative industry.,https://www.futurelearn.com/courses/creative-resilience,discover improve creative process build resilience creative industry
4077,How to Enhance Your Creative Empathy,Better understand different types of audience and build empathy with your customers through your creative work.,https://www.futurelearn.com/courses/creative-empathy,understand different type audience build empathy customer creative work
4078,How to Improve Your Creative Collaboration,Analyse your creative team dynamics and develop effective collaboration skills for better team work.,https://www.futurelearn.com/courses/creative-collaboration,analyse creative team dynamic develop effective collaboration skill team work
4079,Creating a Great User Experience for Mobile Apps,"39,491 enrolled on this course",https://www.futurelearn.com/courses/creating-a-great-user-experience-for-mobile-apps,enrol course
4080,Creative Branding with Advertising Week and Fernando Machado,Learn effective branding strategies from the world's most creative marketer – ex-Burger King CMO Fernando Machado.,https://www.futurelearn.com/courses/creative-marketing-with-advertising-week-and-fernando-machado,learn effective branding strategy world creative marketer ex burger king cmo fernando machado
4081,UX Design Strategy and Application: Customer Journey Mapping,"_x000D_
Explore customer journey mapping and its role in ensuring quality user experience. ",https://www.futurelearn.com/courses/ux-design-strategy-and-application-customer-journey-mapping,explore customer journey mapping role ensure quality user experience
